Genesis 1:1	Mwanzo hapo, Mungu aliumba mbingu na dunia.
Genesis 32:19	hapo umjibu kwamba, ‘Mifugo hii ni ya mtumishi wako Yakobo, nayo ni zawadi kwako Esau, bwana wake. Mwenyewe yuko nyuma hapo, anatufuata.’”
Genesis 32:20	Yakobo akaagiza mtumwa ambaye aliongoza kundi la pili, na la tatu, na wengine ambao waliongoza makundi ya mifugo kwamba, “Ambapo mtakutana na Esau, mumwambie maneno hayo hayo.
Genesis 32:21	Na msisahau kumwambia kwamba, ‘Mtumishi wako Yakobo, yuko nyuma hapo, anatufuata.’” Yakobo alisema hivyo, kwa kuwa alifikiri kwamba, “Nikitanguliza zawadi, labda wakati ambao nitaonana naye uso kwa uso, atakuwa ameshatulia na atanikubali.”
Genesis 32:22	Hivyo, akatanguliza zawadi zake, lakini yeye akalala pale pale usiku huo.
Genesis 32:23	Usiku huo huo, Yakobo akaamka, akachukua wake zake wawili, na watumwa wake Zilipa na Birha, na watoto wake kumi na mmoja, akawavusha katika ngʼambo ya mto wa Yaboki, kisha akarudi.
Genesis 32:24	Ambapo alimaliza, akaagiza vitu vyake vyote vivushwe.
Genesis 32:25	Lakini Yakobo mwenyewe, akabaki hapo peke yake. Ndipo mtu mmoja akaja, akawa anamenyana naye mpaka alfajiri ambapo kulikucha.
Genesis 32:26	Mtu huyo, ambapo aliona kwamba hawezi kushinda Yakobo, akamshika kwenye kiungo cha paja. Yakobo akateguka paja lake.
Genesis 32:27	Ndipo, mtu huyo akasema kwamba, “Uniache niende, kwa kuwa kumekucha.” Lakini, Yakobo akamjibu kwamba, “Sitakuacha uende ikiwa hujanibariki!”
Genesis 32:28	Mtu huyo, akamwuliza kwamba, “Jina lako ni nani?” Yakobo akamjibu kwamba, “Jina langu ni Yakobo.”
Genesis 32:29	Mtu huyo akamwambia kwamba, “Hutaitwa Yakobo tena, lakini utakuwa unaitwa Israeli, kwa kuwa umeshindana na Mungu na watu, umewashinda.”
Genesis 32:30	Ndipo Yakobo akamwambia kwamba, “Ninakuomba uniambie jina lako.” Lakini, mtu huyo akamjibu kwamba, “Kwa nini unaniuliza jina langu?” Kisha akambariki huko.
Genesis 32:31	Hivyo, Yakobo akaita mahali hapo Penieli. Akasema kwamba, “Ni kwa kuwa hapa nimeonana na Mungu uso kwa uso, lakini sijafa!”
Genesis 32:32	Ambapo Yakobo alikuwa anatoka Penieli hapo na kuvuka mtoni, jua lilikuwa limechomoza. Yakobo alichechemea, kwa kuteguka nyonga lake.
Genesis 32:33	Kwa hiyo, Waisraeli hawali mshipa wa paja mpaka leo, kwa kuwa mtu huyo aligusa kiungo cha paja la kiuno cha Yakobo.
Genesis 33:1	Basi, ambapo Yakobo aliondoka hapo, akainua macho yake, akaona Esau anakuja pamoja na watu mia nne. Ndipo akagawa watoto wake kwa Lea na Raheli, na kwa watumwa wao Zilpa na Bilha.
Genesis 33:2	Akatanguliza watumwa hao na watoto wao, kisha wakafuatia Lea na watoto wake, na nyuma yao wakaja Raheli na mtoto wake Yusufu.
Genesis 33:3	Ndipo yeye mwenyewe akatangulia akutane na kaka yake. Ambapo alimkaribia, akapiga magoti mara saba kwa kumheshimu.
Genesis 33:4	Lakini Esau akapiga mbio, kwenda kumlaki Yakobo, akambusu, na wote wawili wakaanza kulia.
Genesis 33:5	Esau akainua macho, akaona wanawake na watoto, akauliza Yakobo kwamba, “Hawa ulio nao, ni akina nani?” Yakobo akamjibu kwamba, “Hawa ni watoto ambao Mungu amenipa mimi, mtumishi wako, kwa neema yake.”
Genesis 33:6	Ndipo, watumwa wa kike hao pamoja na watoto wao, wakamsogelea Esau, wakainama kwa kumheshimu.
Genesis 33:7	Kisha Lea na watoto wake, wote wakasogea, wakainama kwa kumheshimu. Mwishowe, Raheli na mtoto wake Yusufu, nao wakaja, wakainama kwa kumheshimu.
Genesis 33:8	Basi, Esau akauliza kwamba, “Hivi, makundi yote ambayo nimekutana nayo njiani, yana maana gani?” Yakobo akamjibu kwamba, “Maana yake ni kwamba, ninataka kupata kukubaliwa na wewe, bwana wangu.”
Genesis 33:9	Lakini Esau akasema kwamba, “Mimi nina vitu vya kutosha, mdogo wangu. Mali yako iwe yako mwenyewe.”
Genesis 33:10	Yakobo akamwambia tena kwamba, “Hapana! Ikiwa ni kweli kwamba umekubalia kunipokea, ninakuomba uchukue zawadi hii. Hakika, kuona uso wako, ni kama kuona uso wa Mungu, kwa kuwa umenipokea kwa furaha sana.
Genesis 33:11	Ninakuomba ukubali zawadi hii ambayo nimekuletea, kwa kuwa hata mimi Mungu amenisaidia, nina vitu vya kutosha.” Ndivyo Yakobo alimshawishi Esau, hatimaye akachukua zawadi yake.
Genesis 33:12	Kisha Esau akasema kwamba, “Sasa tuendelee na safari yetu, mimi nitakutangulia.”
Genesis 33:13	Lakini Yakobo akamwambia kwamba, “Bwana wangu, wewe unajua kwamba watoto hawa ni wadogo. Na mifugo hii inanyonyesha, nataka niichunge, kwa kuwa ukiiharakisha hata kwa siku moja tu, mifugo yote itakufa.
Genesis 33:14	Ninakusihi kwamba, wewe utangulie, mimi nitakuja taratibu na makundi ya mifugo hii, na watoto, hadi ambapo nitakufikia katika nchi ya Seiri.”
Genesis 33:15	Esau naye akasema kwamba, “Heri nikuachie watu wangu wakusaidie.” Lakini Yakobo akamjibu kwamba, “Kwa nini unataka kufanya hivyo? Imenitosha kwamba, nimepata kukubaliwa na bwana wangu.”
Genesis 33:16	Basi, siku hiyo hiyo, Esau akaanza safari ya kwenda Seiri.
Genesis 33:17	Lakini Yakobo na watu wake hawakumfuata huko, wakaenda mahali ambapo panaitwa Sukothi. Hapo akajenga nyumba kwake na vibanda vya mifugo yake. Kwa hiyo, mahali hapo panaitwa Sukothi.
Genesis 33:18	Ambapo Yakobo alimaliza kumkimbia Labani kutoka Padan-Aramu, akafika salama katika mji wa Shekemu katika nchi ya Kanaani, na akapiga kamba yake karibu na mji huo.
Genesis 33:19	Huko, akanunua mahali pa kuishi, kwa watu wa Hamori, baba yake Shekemu, kwa vipande mia moja vya fedha, akaweka hema lake hapo.
Genesis 33:20	Akajenga huko mahali pa kutolea dhabihu, akapaita El-Elohe Israeli.
Genesis 34:1	Siku moja, Dina binti wa Yakobo ambaye alizaliwa na Lea, akaenda kutembelea mabinti wa nchi ya Kanaani.
Genesis 34:2	Mtawala wa nchi hiyo, alikuwa anaitwa Hamori, Mhivi, na mtoto wake, alikuwa anaitwa Shekemu. Ambapo Shekemu alimwona Dina, mara moja akamkamata, akambaka.
Genesis 34:3	Shekemu akavutiwa sana na Dina, binti wa Yakobo, akamtamani, akaanza kumtongoza na kumbembeleza.
Genesis 34:4	Kwa hiyo, Shekemu akaenda kuongea na Hamori baba yake, akamwambia kwamba, “Baba, ninakuomba, unioze binti huyu.”
Genesis 34:5	Basi, Yakobo akapata habari za kwamba, Shekemu amebaka na kuchafua binti yake Dina. Lakini kwa kuwa vijana wake walikuwa machungani wakichunga mifugo yake, akanyamaza na maneno hayo, hadi ambapo walirudi nyumbani.
Genesis 34:6	Hamori, baba yake Shekemu, akaenda kuongea na Yakobo.
Genesis 34:7	Kwa wakati huo, vijana wa Yakobo walikuwa wametoka machungani. Ambapo walisikia jinsi Shekemu alikuwa amebaka dada yao, wakasikia uchungu mkubwa na wakakasirika sana, kwa sababu jambo ovu hilo lilikuwa mwiko kwa Waisraeli.
Genesis 34:8	Lakini Hamori akawaambia kwamba, “Mtoto wangu Shekemu anatamani sana binti yenu. Naomba mumkubalie amwoe.
Genesis 34:9	Muache tuwe tunaoleana kati yetu. Tutakuwa tunaoa mabinti zenu, na ninyi mtakuwa mnaoa mabinti zetu.
Genesis 34:10	Mkae na sisi mahali popote, nchi hii itakuwa yenu. Muwe mnaishi humo, mfanye biashara, mtajirike.”
Genesis 34:11	Kisha, Shekemu mwenyewe akaambia baba yake Dina na ndugu zake kwamba, “Jamani, ninawasihi, mnikubalie! Chochote ambacho mtasema, nitatoa.
Genesis 34:12	Mniambie mahari, hata ikiwa vitu vingi sana, nitatoa, ili angalau nioe binti huyu awe mke wangu.”
Genesis 34:13	Basi, vijana wa Yakobo wakajibu Shekemu na Hamori baba yake kwa hila, kwa sababu Shekemu alikuwa amebaka na kuchafua binti yao Dina. Wakasema kwamba,
Genesis 34:14	“Jambo hili, hatulifanyi. Binti yetu, hatumwozeshi kwa mtu ambaye hakutahiriwa. Tungefanya hivyo, ingetufanyia aibu sana!
Genesis 34:15	Tutaweza kukubaliana kama tukifanya jambo moja. Wanaume wote kati yenu wawe wanatahiriwa kama sisi.
Genesis 34:16	Hapo ndipo tutawaozesha mabinti zetu, na sisi tutaoa mabinti zenu. Tutakuwa tunaishi pamoja na kuwa wamoja.
Genesis 34:17	Lakini iwapo hamtakubaliana kutahiriwa, tutachukua dada yetu na kwenda naye nyumbani.”
Genesis 34:18	Basi, maneno hayo yakapendeza Hamori na mwana wake Shekemu.
Genesis 34:19	Kijana huyo Shekemu, alikuwa anaheshimiwa sana nyumbani kwao. Ndipo, aliharakisha kufanya kama aliambiwa, kwa kuwa alikuwa anatamani sana binti wa Yakobo.
Genesis 34:20	Basi, Hamori na mtoto wake Shekemu huyo, wakaenda langoni mwa mji huo, mahali ambapo watu walikuwa wakifanyia mikutano. Huko wakaongea na wenzao wao wote kwamba,
Genesis 34:21	“Watu hawa ni marafiki zetu. Tuwakaribishe, wakae pamoja na sisi katika nchi yetu, tuwaache wafanye biashara humo. Nchi yetu hii ni kubwa, inawatosha waishi pamoja na sisi hapa. Ndipo tutaweza kuoa binti zao, nao wataweza kuoa binti zetu.
Genesis 34:22	Lakini wao watakubali kukaa na sisi tuwe wamoja, kama sisi tutakubali kufanya kitu kimoja. Wanataka kwamba, kila mwanaume kati yetu atahiriwe kama ambavyo wao hutahiriwa.
Genesis 34:23	Hamwoni kwamba mifugo yao na vitu vyao vyote, vitakuwa vyetu? Haya, tukubaliane nao kwamba, waishi pamoja na sisi hapa.”
Genesis 34:24	Wanaume wote ambao walikuwa wamekusanyika langoni hapo, wakakubaliana na Hamori na Shekemu. Ndipo wote wakatahiriwa.
Genesis 34:25	Ambapo zilipita siku tatu, wanaume ambao walitahiriwa walikuwa bado wakisikia uchungu, ndipo vijana wawili wa Yakobo, Simeoni na Lawi, kaka zake Dina, wakachukua silaha, wakaenda na kuvamia mji ambao haukujiandaa vitani, wakaua wanaume wote humo.
Genesis 34:26	Hata Hamori na mtoto wake Shekemu wakawaua kwa upanga. Kisha wakachukua Dina kutoka katika nyumba ya Shekemu, wakaenda naye.
Genesis 34:27	Ambapo hayo yaliisha, watoto wengine wa Yakobo wakaenda katika nyumba za wanaume ambao waliuawa, wakazunguka mji wote, wakachukua vitu vyote. Walifanya hivyo, kwa sababu dada yao alikuwa amebakwa na kuchafuka humo.
Genesis 34:28	Wakachukua hata kondoo, mbuzi, ngʼombe, punda, na chochote ambacho kilikuwa katika mji huo. Pia, vitu vyote ambavyo vilikuwa katika mashamba, wakavichukua.
Genesis 34:29	Wakachukua utajiri wa watu hao wote, hata watoto na wanawake wote, na vitu vyao vyote ambavyo vilikuwa katika nyumba zao.
Genesis 34:30	Basi, ambapo Yakobo aliona mambo hayo, akaambia Simeoni na Lawi kwamba, “Ona sasa! Ninyi mmeniletea ubaya. Sasa wenyeji wa nchi, Wakanaani na Waperizi, watanikasirikia. Na mimi sina watu wengi. Ikiwa wakinikusanyikia na kunipiganisha, mimi nitaangamizwa pamoja na watu wangu wote!”
Genesis 34:31	Lakini vijana wake wakamjibu kwamba, “Kweli ilikuwa vyema kumfanyia dada yetu kama malaya?”
Genesis 35:1	Siku moja, Mungu akamwambia Yakobo kwamba, “Sasa, amka, uende ukae Betheli, unijengee madhabahu huko. Ni mimi Mungu ambaye nilikutokea huko wakati ambao ulikuwa unamkimbia mkubwa wako Esau.”
Genesis 35:2	Basi, Yakobo akaambia watu wake pamoja na wote ambao walikaa naye kwamba, “Mtupe mbali sanamu za miungu migeni yote ambazo mnazo, na mjitakase. Mvue mavazi yenu, mvae mengine.
Genesis 35:3	Ndipo tutaenda Betheli, ili niende nimjengee Mungu huko mahali pa kutolea dhabihu. Mungu huyo, ndiye alikuwa ananisaidia kwa siku za mateso yangu, na ndiye alikuwa ananitangulia popote ambapo nilikuwa nikienda.”
Genesis 35:4	Basi, wakakusanya sanamu za miungu migeni yote ambazo walikuwa nazo, pamoja na bangiri za masikioni, wakampatia Yakobo. Kisha, Yakobo akavichimbia chini kwenye mti mkubwa mtakatifu ambao uko karibu na Shekemu,
Genesis 35:5	wakaondoka huko. Ambapo Yakobo na watu wake wote walikuwa wanasafiri, Mungu akaogopesha wenyeji wa miji ya jirani, wakahofu, hawajaribu kuwafuatia.
Genesis 35:6	Yakobo na watu wake wakafika Luzu, katika nchi ya Kanaani. Jina lingine la Luzu ni Betheli.
Genesis 35:7	Ambapo walifika hapo, Yakobo akajenga mahali pa kutolea dhabihu, akapaita El-Betheli, kwa kuwa hapo ndipo Mungu alijionyesha kwake, wakati ambao alikuwa anamkimbia mkubwa wake Esau.
Genesis 35:8	Kwa wakati huo, mlezi wa Rebeka ambaye alikuwa anaitwa Debora, akafa. Wakamzika chini ya mti mkubwa mtakatifu, upande wa kusini wa Betheli. Mahali hapo, Yakobo akapaita Alon-Bakuti.
Genesis 35:9	Wakati ambao Yakobo alikuwa amerudi kutoka katika nchi ya Padan-Aramu, Mungu akamtokea tena, akambariki.
Genesis 35:10	Mungu akamwambia kwamba, “Jina lako ni Yakobo. Lakini hutaitwa tena kwa jina hilo, sasa, jina lako litakuwa Israeli.” Kwa hiyo, akamwita Israeli.
Genesis 35:11	Mungu akamwambia kwamba, “Mimi ni Mungu mwenye uwezo wote. Uwe na uzao mwingi, uzidi kuongezeka, kwa kuwa katika uzao wako, ndimo litatokea taifa kubwa, na mataifa mengi, pamoja na wafalme.
Genesis 35:12	Nchi ambayo nilimpa Abrahamu na Isaka, ndiyo nitakupa wewe na uzao wako.”
Genesis 35:13	Ambapo Mungu alimaliza kusema na Yakobo, akamwacha hapo.
Genesis 35:14	Ndipo Yakobo akasimika mahali hapo jiwe la kukumbuka, kwa kuwa ndipo Mungu alikuwa anaongea naye. Akalibariki kwa kumwagilia pombe ya mizabibu na mafuta.
Genesis 35:15	Mahali hapo, Yakobo akapaita, Betheli.
Genesis 35:16	Yakobo na watu wake wote, wakaendelea na safari yao ya kutoka Betheli. Ambapo walikuwa hawajafika Efrati, uchungu mkali wa kuzaa ukamshika Raheli.
Genesis 35:17	Ambapo alikuwa bado anasumbuliwa na uchungu huo, mkunga wake akamwambia kwamba, “Usiogope, kwa kuwa umepata mtoto mwingine wa kiume.”
Genesis 35:18	Ambapo Raheli alikuwa anakaribia kufa, akaita mtoto huyo, Benoni. Lakini baba yake akamwita, Benyamini.
Genesis 35:19	Basi, Raheli akafa, wakamzika karibu na njia ya kwenda Efrati. Mahali hapo panaitwa Bethlehemu.
Genesis 35:20	Yakobo akasimika jiwe katika kaburi la Raheli, na hadi leo jiwe hilo linaonyesha mahali ambapo Raheli alizikwa.
Genesis 35:21	Israeli akaendelea na safari yake. Ambapo alifika karibu na mnara wa Ederi, akapiga hema lake hapo.
Genesis 35:22	Siku moja, ambapo Israeli alikuwa anaishi hapo, ilitokea kwamba mtoto wake Rubeni akalala na Bilha, hawala wa baba yake. Israeli akasikia juu ya jambo hilo. Yakobo huyo, alikuwa na vijana kumi na wawili.
Genesis 35:23	Vijana wa Lea ni Rubeni, mzaliwa wa kwanza kwa Yakobo, Simeoni, Lawi, Yuda, Isakari na Zabuloni.
Genesis 35:24	Vijana wa Raheli ni Yusufu na Benyamini.
Genesis 35:25	Vijana wa Bilha, mtumwa wa kike wa Raheli, ni Dani na Naftali.
Genesis 35:26	Vijana wa Zilpa, mtumwa wa kike wa Lea, ni Gadi na Asheri. Hao wote ni vijana wa Yakobo ambao walizaliwa katika nchi ya Padan-Aramu.
Genesis 35:27	Yakobo akarudi Mamre, kwa Isaka baba yake, karibu na mji wa Kiriath-Arba, ambao unaitwa Hebroni. Hapo ndipo Abrahamu na Isaka walikuwa wanaishi.
Genesis 35:28	Isaka alifikisha miaka mia moja na themanini.
Genesis 35:29	Alikuwa na maisha marefu sana na ya baraka, kisha akafa, akaungana na mababu zake. Watoto wake, Esau na Yakobo, wakamzika.
Genesis 36:1	Huu ndio uzao wa Esau, ambaye alikuwa anaitwa Edomu.
Genesis 36:2	Esau alioa wanawake wa katika nchi ya Kanaani, majina yao ni Ada na Oholibama. Ada alikuwa binti wa Eloni, Mhiti. Oholibama, yeye alikuwa binti wa Ana na mjukuu wa Sibeoni, Mhivi.
Genesis 36:3	Pia alioa Basemathi, binti wa Ishmaeli na dada yake Nebayothi.
Genesis 36:4	Ada akamzalia Esau mtoto ambaye aliitwa Elifazi. Basemathi naye akazaa mtoto ambaye aliitwa Reueli.
Genesis 36:5	Oholibama akamzalia watoto watatu, Yeushi, Yalamu na Kora. Watoto hao wote, ndio Esau alizaa katika nchi ya Kanaani.
Genesis 36:6	Kisha, Esau akachukua wake zake, watoto wake, na watu wote wa nyumbani kwake. Tena, akachukua mifugo yake yote, na vitu vyote ambavyo alikuwa amepata katika nchi ya Kanaani. Ndipo akahamia katika nchi nyingine ambayo ilikuwa mbali na mdogo wake Yakobo.
Genesis 36:7	Alifanya hivyo, kwa sababu mifugo ya Esau na Yakobo na vitu vyao vingine vyote, vilikuwa vimezidi sana. Hivyo, katika nchi ambayo walikuwa wanaishi kama wageni, haikuwatosha kukaa pamoja humo na kufugia mifugo yao yote.
Genesis 36:8	Kwa hiyo, Esau, ambaye alikuwa anaitwa Edomu, akaenda kukaa katika milima ya nchi ya Seiri.
Genesis 36:9	Huu ndio uzao wa Esau, baba wa Waedomu, wenyeji wa katika milima ya nchi ya Seiri.
Genesis 36:10	Haya ndiyo majina ya watoto wa Esau. Elifazi alizaliwa na mke wake Ada, na Reueli alizaliwa na mke wake Basemathi.
Genesis 36:11	Majina ya vijana wa Elifazi ndiyo haya, Temani, Omari, Sefo, Gatamu na Kenazi.
Genesis 36:12	Elifazi alikuwa na hawala, jina lake Timna. Yeye alimzalia mtoto wa kiume, jina lake Amaleki. Hao wote, ndio wajukuu wa Esau kwa mke wake Ada.
Genesis 36:13	Majina ya watoto wa Reueli ndiyo haya, Nahathi, Zera, Shama na Miza. Hao wote, ndio wajukuu wa Esau kwa mke wake Basemathi.
Genesis 36:14	Majina ya watoto wa Oholibama, mke wa Esau, binti wa Ana na mjukuu wa Sibeoni, ndiyo haya, Yeushi, Yalamu, na Kora.
Genesis 36:15	Haya ndiyo majina ya ambao walikuwa wakuu wa makabila wa kutoka katika uzao wa Esau. Elifazi ambaye alikuwa mzaliwa wa kwanza wa Esau, ndiye akazaa, Temani, Omari, Sefo, Kenazi,
Genesis 36:16	Kora, Gatamu na Amaleki. Hao wote ni watoto wa Elifazi, kijana wa Ada. Kila mmoja wao, ndiye alikuwa kiongozi wa kabila lake katika nchi ya Edomu.
Genesis 36:17	Majina ya watoto wa Reueli, mtoto wa Esau, ndio haya, Nahathi, Zera, Shama na Miza. Hao ndio wajukuu wa Basemathi, mke wa Esau. Kila mmoja wao, ndiye alikuwa kiongozi wa kabila lake katika nchi ya Edomu.
Genesis 36:18	Majina ya watoto wa Oholibama, mke wa Esau, ndio haya, Yeushi, Yalamu, na Kora. Hao ndio watoto wa Oholibama, binti wa Ana. Kila mmoja wao, ndiye alikuwa kiongozi wa kabila lake.
Genesis 36:19	Hao wote ndio wazawa wa Esau, ambaye alikuwa anaitwa Edomu. Kila mmoja wao, alikuwa kiongozi wa kabila lake.
Genesis 36:20	Watoto wa Seiri, Mhori, wenyeji wa katika nchi ya Edomu, ndio hawa, Lotani, Shobali, Sibeoni, Ana,
Genesis 36:21	Dishoni, Eseri na Dishani. Kila mmoja wao, alikuwa mkuu wa kabila lake miongoni mwa Wahori, ambao ni wazawa wa Seiri, katika nchi ya Edomu.
Genesis 36:22	Watoto wa Lotani, walikuwa Hori na Hemamu. Timna alikuwa dada ya Lotani.
Genesis 36:23	Watoto wa Shobali, walikuwa Alvani, Manahathi, Ebali, Shefo na Onamu.
Genesis 36:24	Watoto wa Sibeoni, walikuwa Aya na Ana. Ana huyo, ndiye aligundua chemichemi ya maji ya moto ambapo alikuwa jangwani akichunga punda za Sibeoni, baba yake.
Genesis 36:25	Watoto wa Ana, walikuwa Dishoni na dada yake Oholibama.
Genesis 36:26	Watoto wa Dishoni, walikuwa Hemdani, Eshbani, Ithrani na Kerani.
Genesis 36:27	Watoto wa Eseri, walikuwa Bilhani, Zaawani na Akani.
Genesis 36:28	Watoto wa Dishani, walikuwa Usi na Arani.
Genesis 36:29	Wakuu wa Wahori ndio hawa, Lotani, Shobali, Sibeoni, Ana,
Genesis 36:30	Dishoni, Eseri na Dishani. Kila mmoja wao, alikuwa kiongozi wa kabila lake la Wahori katika nchi ya Seiri.
Genesis 36:31	Hawa ni wafalme ambao walitawala katika nchi ya Edomu, kuanzia wakati ambao alikuwa hajapatikana mfalme yeyote katika Israeli.
Genesis 36:32	Bela mtoto wa Beori, alianza kutawala katika nchi ya Edomu. Makao yake makuu, yalikuwa katika mji wa Dinhaba.
Genesis 36:33	Ambapo Bela alikufa, Yobabu mtoto wa Zera, wa mji wa Bosra, akashika nafasi yake ya utawala.
Genesis 36:34	Ambapo Yobabu naye alikufa, Hushamu wa katika nchi ya Watemani, akashika nafasi yake ya utawala.
Genesis 36:35	Ambapo Hushamu naye alikufa, Hadadi mtoto wa Bedadi akashika nafasi yake ya utawala. Hadadi huyo, makao yake makuu yalikuwa katika Avithi. Akapiganisha na kushinda Wamidiani katika nchi ya Moabu.
Genesis 36:36	Ambapo Hadadi naye alifariki, Samla wa mji wa Masreka, akashika nafasi yake ya utawala.
Genesis 36:37	Ambapo Samla alikufa, Shauli wa mji wa Rehobothi, ambao ulikuwa karibu na mto wa Eufrate, akashika nafasi yake ya utawala.
Genesis 36:38	Ambapo Sauli alikufa, Baal-Hanani mtoto wa Akbori, akashika nafasi yake ya utawala.
Genesis 36:39	Ambapo Baal-Hanani mtoto wa Akbori alikufa, Hadadi akashika nafasi yake ya utawala. Hadadi huyo, makao yake makuu yalikuwa katika Pau. Mke wake alikuwa Mehetabeli binti wa Matredi, mjukuu wa Mezahabu.
Genesis 36:40	Wakuu wa makabila wa ukoo wa Esau, kulingana na makabila yao na miji yao, ndio haya, Timna, Alva, Yethethi,
Genesis 36:41	Oholibama, Ela, Pinoni,
Genesis 36:42	Kenazi, Temani, Mibsari,
Genesis 36:43	Magdieli na Iramu. Hao ndio wakuu wa makabila ya Edomu. Na miji ambayo walikuwa wanaishi humo, ikabeba majina yao. Wakuu hao wote walikuwa wazawa wa Esau, ambaye alikuwa babu wa Waedomu.
Genesis 37:1	Yakobo akaendelea kuishi katika nchi ya Kanaani, mahali ambapo baba yake alikuwa anaishi kama mgeni.
Genesis 37:2	Hizi ndizo habari za uzao wa Yakobo. Yusufu, ambapo alikuwa kijana wa miaka kumi na saba, alikuwa anaenda kuchunga mbuzi na kondoo akiwa pamoja na ndugu zake, watoto wa Bilha na wa Zilpa, wake wa baba yake. Yusufu akawa anamwambia baba yao habari juu ya tabia mbaya za ndugu zake.
Genesis 37:3	Yakobo, ambaye ni Israeli, alimpenda Yusufu kuzidi watoto wake wote, kwa kuwa alimzaa katika uzee wake. Akamshonea Yusufu kanzu nzuri sana.
Genesis 37:4	Ndugu zake waliona kwamba, baba yao anapenda Yusufu kuwazidi wao, kwa hiyo wakamchukia Yusufu na hawakuongea naye vizuri.
Genesis 37:5	Siku moja usiku, Yusufu akaota ndoto. Ambapo alienda kusimulia ndugu zake ndoto hiyo, wakazidi kumchukia.
