Genesis 1:1	Mwanzo hapo, Mungu aliumba mbingu na dunia.
Mark 13:14	“Wakati huo mtaona kitu cha kuchukiza na kuharibu kimesimama katika mahali patakatifu pa hekalu la Mungu, ambapo hakifai kuwepo. Mtu yeyote ambaye anasoma maneno haya, ajue vizuri maana yake. Ndipo watu ambao wako Yudea, wakimbilie katika milima!
Mark 13:15	Mtu ambaye atakuwa amepanda juu ya nyumba yake, asishuke ili achukue vitu vyake ndani, bali akimbie mara moja.
Mark 13:16	Hivyo hivyo, mtu ambaye atakuwa katika shamba, asigeuke kuchukua koti lake, bali akimbie mara moja.
Mark 13:17	Tutaonea huruma wanawake ambao watakuwa na mimba na ambao watakuwa wakinyonyesha watoto katika siku hizo.
Mark 13:18	Ombeni kwamba, siku hizo zisitokee wakati wa baridi.
Mark 13:19	Siku hizo zitakuwa za mateso makubwa ambayo hayajawahi kutokea hata kidogo, tangu ambapo Mungu aliumba nchi, hadi wakati huo. Na hayatapatikana tena mateso kama hayo.
Mark 13:20	Kama Mungu asingefupisha wakati wa mateso hayo, asingekuwepo mtu yeyote wa kuokoka. Lakini Mungu atafupisha wakati huo, kwa ajili ya wateule wake.
Mark 13:21	“Wakati huo, kama mtu anawaambia kwamba, ‘Tazama, Kristo yuko hapa!’ au ‘Tazama, yuko kule!’ msije mkamwamini.
Mark 13:22	Watajitokeza manabii wa uongo na watu ambao watajiita kwamba ni Kristo. Watakuwa wanafanya ishara na miujiza. Hivyo wanajaribu kudanganya watu, na kama ingewezekana, hata wateule wa Mungu.
Mark 13:23	Basi ninyi, mjihadhari! Mimi nimetangulia kwanza kuwaonya yote hayo bado kutokea.
Mark 13:24	“Basi, katika siku zile, ambapo mateso hayo yatapita, jua litatiwa giza, mwezi hautatoa mwanga tena,
Mark 13:25	na nyota nazo zitaanguka chini kutoka angani. Ndiyo, nguvu hizo zote za angani zitatikisika.
Mark 13:26	“Ndipo watu wote wataniona Mwana wa Mtu nikija katika mawingu kwa nguvu nyingi na utukufu.
Mark 13:27	Nitawatuma malaika wangu wawakusanye wateule wangu kutoka pande zote za dunia, kutoka mwanzo wa nchi, hadi mwisho wake katika mbingu.
Mark 13:28	“Mjifunze mfano kutoka katika mtini. Ambapo mnaona kwamba matawi yanachipua na majani yanachanua, ndipo mnatambua kwamba msimu wa mvua wa kwanza umekaribia.
Mark 13:29	Hivyo hivyo, ambapo mkiona hayo yameanza kufanyika, mjue kwamba, wakati wa Mwana wa Mtu kuja umekaribia.
Mark 13:30	Kweli ninawaambia kwamba, kizazi hiki hakitaisha wakati mambo hayo yote hayajatokea.
Mark 13:31	Mbingu na dunia zitapita, lakini maneno yangu hayatapita kamwe.
Mark 13:32	“Lakini juu ya siku au saa ambayo mambo hayo yatatokea, hakuna mtu ambaye anajua. Hata malaika wa mbinguni au Mwana wa Mungu hawajui, bali Baba yangu peke yake.
Mark 13:33	Hivyo, muwe macho! Muwe mnajiandaa, [muwe mnaomba,] kwa kuwa hamjui kwamba, wakati huo utafika lini.
Mark 13:34	“Kuja kwake kunalingana na mtu ambaye anaenda safari kutoka katika nyumba yake. Akawaachia watumishi wake watunze nyumba. Akawagawia wote kazi yao ya kufanya. Naye mlinzi wa kwenye mlango akamwagiza kwamba, akeshe.”
Mark 13:35	Yesu akaendelea kusema kwamba, “Basi muwe macho, kwa sababu hamjui kwamba mwenye nyumba atarudi lini. Hamjui kama atarudi jioni, au usiku kati, au alfajiri, au asubuhi.
Mark 13:36	Mkeshe, ili hata akishitukiza kuja, asiwakute mmelala usingizi.
Mark 13:37	Hili ambalo ninawaambia ninyi, ninawaambia watu wote, wakeshe.”
Mark 14:1	Zilibaki siku mbili tu kwamba, itakuwa sikukuu ya Pasaka na sherehe ya mikate ambayo haiwekewi hamira. Wakuu wa makuhani na walimu wa sheria za Musa walikuwa wanatafuta njia ya kumkamata Yesu kwa siri na kumwua.
Mark 14:2	Lakini wakasema kwamba, “Tuache kwanza sikukuu ya Pasaka ipite, watu wasije kufanya fujo.”
Mark 14:3	Wakati huo Yesu alikuwa katika kijiji cha Bethania, katika nyumba ya Simoni. Simoni huyo, zamani alikuwa na ugonjwa wa ukoma. Ambapo Yesu alikuwa amekaa mezani kula, akaja mwanamke mmoja akiwa na chupa cha jiwe yenye mafuta ya kunukia yenye bei kubwa sana. Akavunja mdomo wa chupa, akammiminia Yesu kwenye kichwa.
Mark 14:4	Watu fulani ambao walikuwepo katika nyumba ile, wakakasirika. Wakaanza kusema wao kwa wao kwamba, “Jamani! Kwa nini mwanamke huyu anaharibu mafuta ya gharama kubwa hivyo?
Mark 14:5	Mafuta haya yangeweza kuuzwa kwa dinari mia tatu na pesa hizo wangepewa maskini!” Wakawa wanamkemea sana mwanamke yule.
Mark 14:6	Lakini, Yesu akasema kwamba, “Mwacheni. Mbona mnamsumbua? Ambalo mwanamke huyu alilifanya kwangu ni jema sana.
Mark 14:7	Nyinyi muko pamoja na maskini siku zote. Mnaweza kuwafanyia mazuri wakati wowote ambao mnapenda, lakini mimi sitakuwa pamoja na ninyi siku zote.
Mark 14:8	Mwanamke huyu amefanya ambalo anaweza. Ametangulia kupaka mwili wangu mafuta haya kutayarisha kuzikwa kwangu.
Mark 14:9	Kweli ninawaambia kwamba, katika nchi zote, popote ambapo watu watakuwa wanahubiri Habari Njema, watakuwa wanasema jambo jema hili ambalo mwanamke huyu amenifanyia, na watu watamkumbuka.”
Mark 14:10	Ndipo Yuda Iskarioti, mmoja katika wanafunzi wale kumi na wawili wa Yesu, akaenda kwa wakuu wa makuhani, amfanyia njama kumkamata Yesu.
Mark 14:11	Ambapo walisikia habari hizo, wakafurahi sana, wakamwahidi wampe pesa. Ndipo Yuda akaanza kutafuta nafasi ya kumkabidhi Yesu katika mikono yao.
Mark 14:12	Ilikuwa siku ya kwanza ya sherehe ya mikate ambayo haiwekewi hamira, siku ambayo watu walikuwa wanachinja mwanakondoo wa Pasaka. Wanafunzi wa Yesu wakamwuliza kwamba, “Unataka twende wapi tukuandalie chakula cha Pasaka?”
Mark 14:13	Ndipo Yesu akawatuma wanafunzi wawili, akawaambia kwamba, “Nendeni katika mji wa Yerusalemu. Mtakutana na mwanaume mmoja ambaye amebeba mtungi wa maji, mfuateni kule ambako anakwenda.
Mark 14:14	Mwenye nyumba ambayo ataingia, mumwendee mkamwambie kwamba, ‘Mwalimu anauliza, “Kiko wapi chumba ambamo nitaweza kula chakula cha Pasaka pamoja na wanafunzi wake?”’
Mark 14:15	Ndipo mwenye nyumba atawaonyesha chumba kikubwa katika ghorofa, tayari kimeandaliwa. Mtuandalie humo, tule chakula cha Pasaka.”
Mark 14:16	Wanafunzi wale wakaondoka, wakaenda katika mji. Wakakuta yote yako jinsi Yesu ambavyo aliwaambia, wakaandaa chakula cha Pasaka.
Mark 14:17	Ambapo ilipokuwa jioni, Yesu akafika katika nyumba ile pamoja na wanafunzi wake kumi na wawili wale.
Mark 14:18	Ambapo walikuwa wanakula, Yesu akasema kwamba, “Kweli ninawaambia, mmoja kati yenu ambaye anakula pamoja na mimi hapa, atanisaliti.”
Mark 14:19	Wanafunzi wake wakaanza kuhuzunika. Wakamwuliza Yesu mmoja mmoja kwamba, “Je, kweli si mimi?”
Mark 14:20	Yesu akawaambia kwamba, “Ni mmoja kati yenu kumi na wawili, ambaye anachovya katika bakuli moja na mimi.
Mark 14:21	Mimi Mwana wa Mtu, nitauawa kama ambavyo imeandikwa katika Maandiko Matakatifu. Lakini ole wake mtu ambaye atanisaliti. Ingekuwa heri kwake asingezaliwa!”
Mark 14:22	Ambapo walikuwa wanakula, Yesu akachukua mkate, akamshukuru Mungu, akaumega, akawapa wanafunzi wake, akawaambia kwamba, “Mchukue mle, huu ndio mwili wangu.”
Mark 14:23	Kisha akachukua kikombe cha divai, akamshukuru Mungu, akawapa, na wote wakanywa.
Mark 14:24	Akawaambia kwamba, “Divai hiyo ndiyo damu yangu kwa ajili ya agano jipya. Damu yangu itamwagika kwa ajili ya watu wengi.
Mark 14:25	Kweli ninawaambia kwamba, sitakunywa tena divai hadi siku ambayo nitakunywa divai mpya katika ufalme wa Mungu.”
Mark 14:26	Ndipo wakamaliza kwa kuimba wimbo wa kumsifu Mungu. Wakaondoka hapo, wakaenda kwenye mlima wa Mizeituni.
Mark 14:27	Ambapo walikuwa kwenye njia, Yesu akawaambia wanafunzi wake kwamba, “Nyote ninyi mtanikimbia na kuniacha. Itakuwa kama ambavyo Mungu alisema katika Maandiko Matakatifu kwamba, ‘Nitamwua mchungaji wa kondoo, na kondoo wake watatawanyika.’
Mark 14:28	Lakini wakati ambao nitakuwa nimefufuka, nitawatangulia kwenda Galilaya.”
Mark 14:29	Ndipo Petro akamwambia kwamba, “Hata kama wenzangu wote watakuacha, mimi sitakuacha.”
Mark 14:30	Yesu akamwambia kwamba, “Kweli ninakuambia kwamba, usiku huu wa leo, jogoo haijawika mara mbili, utakuwa umeshanikana mara tatu.”
Mark 14:31	Lakini Petro akazidi kusisitiza kwamba, “Hata kama inatakiwa nife pamoja na wewe, mimi sitakukana kamwe!” Wanafunzi wengine wote nao, wakasema hivyo hivyo.
Mark 14:32	Kisha wakafika kwenye bustani ambayo inaitwa Gethsemane. Yesu akawaambia wanafunzi wake kwamba, “Mkae hapa, ambapo mimi nitakuwa ninaomba.”
Mark 14:33	Akachukua Petro, Yakobo na Yohana, akaenda nao mbali kidogo, akaanza kuhuzunika sana na kuhangaika katika moyo.
Mark 14:34	Akawaambia kwamba, “Moyo wangu una huzuni sana, kiasi cha kufa. Ninyi mkae hapa, mkeshe.”
Mark 14:35	Yesu akaendelea mbele kidogo, akaanguka chini. Akaomba kwamba, “Ikiwezekana, nisipitie wakati wa mateso huu.”
Mark 14:36	Akasema kwamba, “Baba, kwako wewe yote yanawezekana. Ninakuomba uniondolee kikombe hiki cha mateso. Lakini usifanye kama ambavyo mimi ninataka, bali ufanye kama ambavyo wewe unataka.”
Mark 14:37	Basi, Yesu akarudi ambapo aliacha wanafunzi wale watatu, akawakuta wamelala usingizi. Akamwuliza Petro kwamba, “Simoni, umelala usingizi? Umeshindwa kukesha hata kwa saa moja?
Mark 14:38	Mukeshe na kuomba kwamba, musije mkaingia katika majaribu. Mnataka kuvumilia majaribu, lakini mnapungua nguvu.”
Mark 14:39	Tena Yesu akaondoka, akaenda kuomba pembeni, akarudia kuomba maneno yale yale.
Mark 14:40	Basi, ambapo alirudi kwa wanafunzi wale watatu, akawakuta wamelala usingizi tena, kwa maana usingizi wao ulikuwa mwingi. Baada ya kuwaamsha, hawakuwa na la kumjibu.
Mark 14:41	Yesu akatoka tena kuomba mara ya tatu, akarudi, akawaambia kwamba, “Mbona bado mmelala na kupumzika? Basi imetosha. Muda wa mateso yangu umefika. Sasa mimi Mwana wa Mtu ninawekwa katika mikono ya watenda dhambi.
Mark 14:42	Amkeni, twende. Tazama! Mtu ambaye amenisaliti yuko karibu!”
Mark 14:43	Yesu ambapo alikuwa bado kuongea hayo, hapo hapo Yuda, mmoja kati ya wanafunzi wake kumi na wawili, akatokea pamoja na kundi kubwa la watu wenye mapanga na marungu. Watu hao walikuwa wametumwa na wakuu wa makuhani, walimu wa sheria za Musa, na wakuu wa Wayahudi.
Mark 14:44	Yuda ambaye alimsaliti, alikuwa ametangulia kuwaeleza watu hao ishara fulani. Alwaambia kwamba, “Mtu ambaye nitamsalimia kwa kumkumbatia, huyo ndiye. Mkamateni na kuondoka naye, mumweke chini ya ulinzi.”
Mark 14:45	Mara moja, Yuda akaenda kwa Yesu, akamsalimia kwamba, “Mwalimu!” Akamkumbatia.
Mark 14:46	Watu wale wakamkamata Yesu na kumfunga.
Mark 14:47	Ndipo, mtu mmoja katika wale ambao walisimama pale pamoja na Yesu, akachomoa panga lake, akampiga mtumwa wa kuhani mkuu, akamkata sikio.
Mark 14:48	Yesu akawaambia watu wale kwamba, “Je, mmekuja na mapanga na marungu kunikamata kama mimi ni mnyangʼanyi?
Mark 14:49	Mbona siku zote nilikuwa pamoja nanyi, nikifundisha kwenye ua wa hekalu, hamkunikamata! Lakini haya yote yametokea ili ambayo yaliandikwa katika Maandiko Matakatifu, yafanyike.”
Mark 14:50	Ndipo wanafunzi wake wote wakamwacha Yesu hapo, wakakimbia.
Mark 14:51	Kulikuwa na kijana mmoja ambaye alivaa shuka tu, alikuwa anamfuata Yesu. Naye wakajaribu kumkamata,
Mark 14:52	lakini, yeye aliponyoka mikononi, akaacha shuka lake, akakimbia mbio akiwa uchi.
Mark 14:53	Ndipo watu wale wakampeleka Yesu kwa kuhani mkuu wa Mungu. Wakakusanyika pale wakuu wote wa makuhani, wakuu wa Wayahudi na walimu wa sheria za Musa.
Mark 14:54	Petro alimfuata Yesu kwa mbali, akaingia ndani katika ua wa nyumba ya kuhani mkuu. Akakaa mle pamoja na walinzi, akawa akiota moto.
Mark 14:55	Wakuu wa makuhani na baraza kuu lote wakaanza kutafuta ushahidi wa kumshtakia Yesu, ili waipate kumwua. Lakini, hawakuwa wanapata ushahidi wowote ambao uliwafaa.
Mark 14:56	Watu wengi walikuwa wanatoa ushahidi wa uongo kumshitaki Yesu, lakini ushahidi wao haukuwa unapatana.
Mark 14:57	Hata wengine walikuwa wanasimama na kutoa ushahidi wa uongo. Walikuwa wanasema kwamba,
Mark 14:58	“Sisi tulimsikia mtu huyu anasema kwamba, ‘Mimi nitabomoa hekalu la Mungu hili ambalo watu walijenga. Tena, nitajenga lingine kwa siku tatu tu. Hekalu hilo halitajengwa na watu.’”
Mark 14:59	Hata hivyo, ushahidi wao haukuwa unapatana.
Mark 14:60	Kisha kuhani mkuu akasimama mbele ya baraza. Akamwuliza Yesu kwamba, “Je, hujibu hata neno lolote kwa ambayo watu hawa wanakushitaki?”
Mark 14:61	Lakini Yesu akanyamaza kimya, hakusema neno lolote. Kuhani mkuu akaendelea kumwuliza kwamba, “Je, wewe ndiwe Kristo, Mwana wa Mungu Mtukufu?”
Mark 14:62	Yesu akajibu kwamba, “Mimi ndiye. Na ninyi mtaniona mimi Mwana wa Mtu nikikaa upande wa kulia wa Mungu Mwenye Nguvu, nikija katika mawingu ya mbinguni.”
Mark 14:63	Ndipo kuhani mkuu akachana nguo zake, akasema kwamba, “Ni mashahidi gani tena ambao tunahitaji?
Mark 14:64	Mmesikia wenyewe jinsi anamkufuru Mungu! Sasa ninyi, mnasemaje?” Baraza lote likaamua kwamba, anatakiwa auawe.
Mark 14:65	Ndipo wengine wakaanza kumtemea mate, kumfunga usoni na kumpiga na ngumi, wakimwambia kwamba, “Tabiri ni nani ambaye amekupiga!” Nao walinzi ambao walikuwepo pale, wakamchukua, wakampiga.
Mark 14:66	Wakati huo wote, Petro alikuwa katika ua, chini ya chumba ambapo Yesu alikuwa anaulizwa. Akaja msichana mmoja, mtumishi wa kuhani mkuu.
Mark 14:67	Akamwona Petro akiota moto, akamtazama. Akamwambia kwamba, “Na wewe ulikuwa pamoja na yule wa Nazareti, Yesu.”
Mark 14:68	Lakini Petro akakataa akisema kwamba, “Hayo ambayo unasema, mimi siyafahamu, hata kidogo!” Akaenda katika mlango wa ua. Wakati ule ule, jogoo likawika.
Mark 14:69	Msichana mtumishi yule akamwona tena Petro, akaanza kuwaambia watu ambao walisimama pale kwamba, “Mtu huyu naye yuko pamoja nao.”
Mark 14:70	Lakini, Petro akakataa tena. Ukapita wakati kidogo, watu wale ambao walisimama pale wakamwambia Petro kwamba, “Kweli wewe uko pamoja nao, kwa sababu na wewe nawe ni Mgalilaya.”
Mark 14:71	Lakini, Petro alikuwa analaani na kuapia kwamba, “Mtu ambaye mnamsema, mimi simfahamu!”
Mark 14:72	Papo hapo tu, jogoo akawika mara ya pili. Wakati huo, Petro akakumbuka neno la Yesu ambalo alimwambia kwamba, “Jogoo haijawika mara ya pili, utakuwa umeshanikana mara tatu.” Ambapo Petro alifikiri hayo, akalia.
Mark 15:1	Ambapo kulikucha, mapema sana, baraza kuu lote, hilo ndilo wakuu wa makuhani, wakuu wa Wayahudi, na walimu wa sheria za Musa, wakakata ushauri. Wakamfunga Yesu, wakampeleka kwa mtawala wa Kirumi, Pilato.
Mark 15:2	Pilato akamwuliza Yesu kwamba, “Je, wewe ndiwe mfalme wa Wayahudi?” Yesu akamjibu kwamba, “Ni wewe umesema.”
Mark 15:3	Wakuu wa makuhani walikuwa wanamshtaki Yesu kwamba amefanya mabaya mengi.
Mark 15:4	Pilato akamwuliza tena, akasema kwamba, “Hujibu lolote? Tazama ambavyo wanakushtaki wewe mabaya mengi.”
Mark 15:5	Lakini Yesu hakumjibu chochote. Ndipo Pilato akashangaa.
Mark 15:6	Katika sikukuu ya Pasaka, Pilato alikuwa na desturi ya kuwafungulia mfungwa mmoja, ambaye watu walikuwa wanamwomba afunguliwe.
Mark 15:7	Wakati huo katika gereza walikuwepo watu ambao walifanya uasi na uuaji katika uasi wao. Mmoja wa wauaji hao alikuwa anaitwa Baraba.
Mark 15:8	Basi kundi kile la watu wakaenda kwa Pilato, wakamwomba awafungulie mfungwa mmoja, kama alizoea kufanya.
Mark 15:9	Pilato akawauliza kwamba, “Sasa, mnataka niwafungulie mfalme wa Wayahudi?”
Mark 15:10	Alisema hivyo, kwa sababu alijua kwamba wakuu wa makuhani walimpeleka Yesu kwake kwa sababu ya wivu wao tu.
Mark 15:11	Ndipo wakuu wa makuhani wakalichochea kundi la watu lile, kwamba limwombe Pilato awafungulie Baraba, asiwafungulie Yesu.
Mark 15:12	Pilato akawauliza tena kwamba, “Sasa basi, mnataka nifanyeje mtu huyu ambaye mnasema ni mfalme wa Wayahudi?”
Mark 15:13	Watu wote wakaitikia kwa kelele tena, wakasema kwamba, “Mpigilie katika msalaba!”
Mark 15:14	Pilato akawauliza kwamba, “Kwa nini? Ametenda ubaya gani?” Ndipo wao wakaongeza kupiga kelele, wakisema kwamba, “Mpigilie katika msalaba!”
Mark 15:15	Pilato alikuwa anataka kulifurahisha kundi la watu, hivyo akawafungulia Baraba. Akaagiza maaskari wake wampige Yesu na mijeledi. Kisha akawaagiza wamchukue, wampigilie kwenye msalaba.
Mark 15:16	Askari wakamchukua Yesu, wakaenda naye katika makao makuu ya mtawala. Wakakusanya kundi kubwa la maaskari.
Mark 15:17	Wakamvalisha Yesu kanzu ya zambarau ya kifalme. Wakasokota taji ya miiba, wakamvisha kichwani, ili aonekane kama mfalme.
Mark 15:18	Wakaanza kumsalimia kwa kejeli kwamba, “Shikamoo, mfalme wa Wayahudi!”
Mark 15:19	Walikuwa wanampiga kichwani kwa mwanzi, na kumtemea mate, walikuwa wanampigia magoti kwa kumsifu.
Mark 15:20	Ambapo walimaliza kumwaibisha hivyo, wakamvua kanzu ile y zambarau na kumvalisha tena nguo zake. Wakamchukua nje, wakaenda naye kumpigilia katika msalaba.
Mark 15:21	Kwenye njia, wakakutana na mtu mmoja ametoka katika mashamba. Jina lake lilikuwa Simoni, alikuwa mwenyeji wa Kirene. Alikuwa baba wa Aleksanda na Rufo. Maaskari wakamlazimisha kwamba, abebe msalaba wa Yesu.
Mark 15:22	Wakampeleka Yesu ambapo paliitwa Golgotha, ndiyo kusema Fuvu la Kichwa.
Mark 15:23	Wakampa Yesu divai ambayo walichanganya na manemane, lakini yeye akakataa kunywa.
Mark 15:24	Ndipo wakampigilia kwenye msalaba, na wakagawana nguo zake, wakazipigia kura, ili waamue nani atachukua nguo gani.
Mark 15:25	Wakati ambapo walimpigilia, ilikuwa saa tatu asubuhi.
Mark 15:26	Waliweka juu ya msalaba maandiko ya mashitaki yake, yalikuwa yanasema kwamba, Huyu ni Mfalme wa Wayahudi.
Mark 15:27	Walimpigilia na wanyangʼanyi wawili kwenye misalaba, mmoja upande wake wa kulia na mwingine katika upande wa kushoto. [
Mark 15:28	Ndipo yakakamilika Maandiko Matakatifu ambayo yanasema kwamba, “Alihesabiwa pamoja na watenda dhambi.”]
Mark 15:29	Watu ambao walikuwa wanapita kwenye njia pale, walikuwa wanamtukana huku wakitikisa vichwa vyao na kusema kwamba, “Aha! Wewe, ulisema kwamba utabomoa hekalu la Mungu na kulijenga tena kwa siku tatu!
Mark 15:30	Sasa, jiokoe mwenyewe, shuka katika msalaba!”
Mark 15:31	Na wakuu wa makuhani na walimu wa sheria za Musa wote pamoja, wakamdharau wanasema kwamba, “Aliokoa wengine, lakini hawezi kujiokoa mwenyewe!
Mark 15:32	Eti, yeye amesema kwamba ndiye Kristo, Mfalme wa Israeli. Sasa tuone ashuke kutoka kwa msalaba, ili tumwone na kumwamini!” Hata watu wale, ambao walipigiliwa misalabani pamoja naye, nao walikuwa wanamtukana.
Mark 15:33	Basi, kuanzia saa sita mchana, giza likaifunika katika nchi yote hadi saa tisa.
Mark 15:34	Ndipo saa tisa, Yesu akalia kwa sauti kubwa kwamba, “Eloi, Eloi, lama sabakitani?” Haya ndiyo kusema kwamba, “Ee Mungu wangu! Ee Mungu wangu! Kwa nini umeniacha?”
Mark 15:35	Watu fulani kati ya ambao walisimama pale, ambapo walisikia hayo, wakasema kwamba, “Sikilizeni, anamwita nabii Eliya.”
Mark 15:36	Mtu mmoja akakimbia haraka, akachovya pamba katika siki, akafungia katika mwanzi, akampa Yesu anywe. Mtu huyo akasema kwamba, “Acha! Tuone kama nabii Eliya atakuja kumshusha kutoka kwa msalaba hapo!”
Mark 15:37	Yesu akalia kilio kikuu, akafa.
Mark 15:38	Ndipo pazia ambalo lilikuwa katika nyumba takatifu ya hekalu la Mungu likapasuka vipande viwili kutoka juu hadi chini.
Mark 15:39	Mkuu wa maaskari ambaye alikuwa amesimama mbele ya Yesu, ambapo aliona jinsi ambavyo Yesu alikufa, akasema kwamba, “Kweli mtu huyu alikuwa Mwana wa Mungu!”
Mark 15:40	Walikuwepo wanawake ambao walikuwa wanatazama kwa mbali. Kati yao alikuwepo Mariamu wa Magdalene, Salome na Mariamu mama ya Yakobo mdogo na Yose.
Mark 15:41	Wanawake hao walikuwa wamemfuata na kumtumikia Yesu ambapo alikuwa katika Galilaya. Walikuwepo na wanawake wengine wengi ambao walikwenda pamoja naye katika Yerusalemu.
Mark 15:42	Ambapo ilifika jioni, kwa kuwa siku hiyo ilikuwa siku ya kujiandaa kwa ajili ya Sabato,
Mark 15:43	akaja mtu ambaye alikuwa akiitwa Yusufu, mwenyeji wa mji wa Arimathaya. Alikuwa mjumbe katika baraza kuu la Wayahudi ambaye aliheshimika sana, na alikuwa anategemea kuja kwa ufalme wa Mungu. Huyo akaenda kwa Pilato kwa ujasiri kumwomba amkubalie aende achukue maiti ya Yesu.
Mark 15:44	Ambapo Pilato alisikia kwamba Yesu amekufa haraka hivi, akashangaa. Akamwita mkuu wa maaskari ili ahakikishe kama kweli Yesu amekufa.
Mark 15:45	Ambapo mkuu wa maaskari alithibitisha kwamba Yesu amekufa, Pilato akamkubalia Yusufu aichukue maiti.
Mark 15:46	Ndipo Yusufu naye akanunua shuka la pesa nyingi. Akaenda kwa msalaba pale, akaishusha chini maiti ya Yesu, akaiviringishia katika sanda. Akazika maiti ile katika kaburi ambalo lilichongwa kwenye mwamba, akaviringisha jiwe kubwa na kuziba kwenye mlango wa kaburi.
Mark 15:47	Na Mariamu wa Magdalene na Mariamu mama yake Yose wakaona ambapo alilazwa.
Mark 16:1	Ambapo siku ya Sabato ilipita, Mariamu wa Magdalene, Salome na Mariamu mama yake Yakobo, wakanunua mafuta ambayo yananukia vizuri, waende wapake maiti ya Yesu.
Mark 16:2	Siku ya kwanza ya juma asubuhi, wakati jua linaanza kuchomoza, wakaenda kwenye kaburi la Yesu.
